"date","variable","value","group"
"1970-01-01","gnp.def",4.9074945,"money"
"1971-01-01","gnp.def",4.9717756,"money"
"1972-01-01","gnp.def",5.0179885,"money"
"1973-01-01","gnp.def",5.0805088,"money"
"1974-01-01","gnp.def",5.1675202,"money"
"1975-01-01","gnp.def",5.2611455,"money"
"1976-01-01","gnp.def",5.3232569,"money"
"1977-01-01","gnp.def",5.3876964,"money"
"1978-01-01","gnp.def",5.4579762,"money"
"1979-01-01","gnp.def",5.5429079,"money"
"1980-01-01","gnp.def",5.629389,"money"
"1981-01-01","gnp.def",5.7218309,"money"
"1982-01-01","gnp.def",5.7837063,"money"
"1983-01-01","gnp.def",5.8219651,"money"
"1984-01-01","gnp.def",5.8578857,"money"
"1985-01-01","gnp.def",5.8871651,"money"
"1986-01-01","gnp.def",5.9129787,"money"
"1987-01-01","gnp.def",5.9441231,"money"
"1988-01-01","gnp.def",5.976803,"money"
"1909-01-01","money.stock",2.5400259,"stocks"
"1910-01-01","money.stock",2.590767,"stocks"
"1911-01-01","money.stock",2.6475922,"stocks"
"1912-01-01","money.stock",2.7166795,"stocks"
"1913-01-01","money.stock",2.7555697,"stocks"
"1914-01-01","money.stock",2.7966714,"stocks"
"1915-01-01","money.stock",2.8673306,"stocks"
"1916-01-01","money.stock",3.0373539,"stocks"
"1917-01-01","money.stock",3.1933529,"stocks"
"1918-01-01","money.stock",3.2857865,"stocks"
"1919-01-01","money.stock",3.4343097,"stocks"
"1920-01-01","money.stock",3.5496174,"stocks"
"1921-01-01","money.stock",3.4919517,"stocks"
"1922-01-01","money.stock",3.5180911,"stocks"
"1923-01-01","money.stock",3.6000482,"stocks"
"1924-01-01","money.stock",3.652734,"stocks"
"1925-01-01","money.stock",3.7388594,"stocks"
"1926-01-01","money.stock",3.7768903,"stocks"
"1927-01-01","money.stock",3.8006444,"stocks"
"1928-01-01","money.stock",3.8377304,"stocks"
"1929-01-01","money.stock",3.8416005,"stocks"
"1930-01-01","money.stock",3.8227545,"stocks"
"1931-01-01","money.stock",3.7539647,"stocks"
"1932-01-01","money.stock",3.5849069,"stocks"
"1933-01-01","money.stock",3.4725874,"stocks"
"1934-01-01","money.stock",3.5368931,"stocks"
"1935-01-01","money.stock",3.6653549,"stocks"
"1936-01-01","money.stock",3.7723011,"stocks"
"1937-01-01","money.stock",3.8216606,"stocks"
"1938-01-01","money.stock",3.8179321,"stocks"
"1939-01-01","money.stock",3.8973154,"stocks"
"1940-01-01","money.stock",4.010963,"stocks"
"1941-01-01","money.stock",4.1353265,"stocks"
"1942-01-01","money.stock",4.2649309,"stocks"
"1943-01-01","money.stock",4.4988092,"stocks"
"1944-01-01","money.stock",4.6709579,"stocks"
"1945-01-01","money.stock",4.8410325,"stocks"
"1946-01-01","money.stock",4.9323133,"stocks"
"1947-01-01","money.stock",4.9836066,"stocks"
"1948-01-01","money.stock",4.9978877,"stocks"
"1949-01-01","money.stock",4.9938282,"stocks"
"1950-01-01","money.stock",5.0159545,"stocks"
"1951-01-01","money.stock",5.0524168,"stocks"
"1952-01-01","money.stock",5.1053392,"stocks"
"1953-01-01","money.stock",5.1428325,"stocks"
"1954-01-01","money.stock",5.177279,"stocks"
"1955-01-01","money.stock",5.213304,"stocks"
"1956-01-01","money.stock",5.2305737,"stocks"
"1957-01-01","money.stock",5.2564532,"stocks"
"1958-01-01","money.stock",5.3038023,"stocks"
"1959-01-01","money.stock",5.3475836,"stocks"
"1960-01-01","money.stock",5.3504353,"stocks"
"1961-01-01","money.stock",5.3990673,"stocks"
"1962-01-01","money.stock",5.4548937,"stocks"
"1963-01-01","money.stock",5.5178544,"stocks"
"1964-01-01","money.stock",5.5785971,"stocks"
"1965-01-01","money.stock",5.6556421,"stocks"
"1966-01-01","money.stock",5.7300998,"stocks"
"1967-01-01","money.stock",5.8045324,"stocks"
"1968-01-01","money.stock",5.8905386,"stocks"
"1969-01-01","money.stock",5.9537627,"stocks"
"1970-01-01","money.stock",5.9947093,"stocks"
"1971-01-01","money.stock",6.0990686,"stocks"
"1972-01-01","money.stock",6.2168746,"stocks"
"1973-01-01","money.stock",6.3114079,"stocks"
"1974-01-01","money.stock",6.3706122,"stocks"
"1975-01-01","money.stock",6.4599264,"stocks"
"1976-01-01","money.stock",6.5817039,"stocks"
"1977-01-01","money.stock",6.7009965,"stocks"
"1978-01-01","money.stock",6.7828573,"stocks"
"1979-01-01","money.stock",6.8622155,"stocks"
"1980-01-01","money.stock",6.9393739,"stocks"
"1981-01-01","money.stock",7.0294186,"stocks"
"1982-01-01","money.stock",7.1188699,"stocks"
"1983-01-01","money.stock",7.2368443,"stocks"
"1984-01-01","money.stock",7.3141543,"stocks"
"1985-01-01","money.stock",7.4003523,"stocks"
"1986-01-01","money.stock",7.4803232,"stocks"
"1987-01-01","money.stock",7.5444435,"stocks"
"1988-01-01","money.stock",7.5945765,"stocks"
"1909-01-01","gnp.real",4.7604631,"money"
"1910-01-01","gnp.real",4.7883247,"money"
"1911-01-01","gnp.real",4.8138091,"money"
"1912-01-01","gnp.real",4.8690717,"money"
"1913-01-01","gnp.real",4.8782461,"money"
"1914-01-01","gnp.real",4.8331023,"money"
"1915-01-01","gnp.real",4.8243057,"money"
"1916-01-01","gnp.real",4.9000761,"money"
"1917-01-01","gnp.real",4.9067552,"money"
"1918-01-01","gnp.real",5.0225639,"money"
"1919-01-01","gnp.real",4.9863426,"money"
"1920-01-01","gnp.real",4.9416424,"money"
"1921-01-01","gnp.real",4.8504665,"money"
"1922-01-01","gnp.real",4.9972123,"money"
"1923-01-01","gnp.real",5.1113852,"money"
"1924-01-01","gnp.real",5.1089712,"money"
"1925-01-01","gnp.real",5.1896179,"money"
"1926-01-01","gnp.real",5.2470241,"money"
"1927-01-01","gnp.real",5.2459709,"money"
"1928-01-01","gnp.real",5.2517497,"money"
"1929-01-01","gnp.real",5.3161573,"money"
"1930-01-01","gnp.real",5.2122147,"money"
"1931-01-01","gnp.real",5.1316723,"money"
"1932-01-01","gnp.real",4.9712012,"money"
"1933-01-01","gnp.real",4.9522997,"money"
"1934-01-01","gnp.real",5.0388988,"money"
"1935-01-01","gnp.real",5.1328529,"money"
"1936-01-01","gnp.real",5.2626902,"money"
"1937-01-01","gnp.real",5.3141907,"money"
"1938-01-01","gnp.real",5.2621719,"money"
"1939-01-01","gnp.real",5.3442463,"money"
"1940-01-01","gnp.real",5.4258307,"money"
"1941-01-01","gnp.real",5.5748121,"money"
"1942-01-01","gnp.real",5.6964221,"money"
"1943-01-01","gnp.real",5.8203796,"money"
"1944-01-01","gnp.real",5.8897086,"money"
"1945-01-01","gnp.real",5.872681,"money"
"1946-01-01","gnp.real",5.7449244,"money"
"1947-01-01","gnp.real",5.7362497,"money"
"1948-01-01","gnp.real",5.7798172,"money"
"1949-01-01","gnp.real",5.7810521,"money"
"1950-01-01","gnp.real",5.8729625,"money"
"1951-01-01","gnp.real",5.9490788,"money"
"1952-01-01","gnp.real",5.9791389,"money"
"1953-01-01","gnp.real",6.0229632,"money"
"1954-01-01","gnp.real",6.0088132,"money"
"1955-01-01","gnp.real",6.0822189,"money"
"1956-01-01","gnp.real",6.1005431,"money"
"1957-01-01","gnp.real",6.1147878,"money"
"1958-01-01","gnp.real",6.1032295,"money"
"1959-01-01","gnp.real",6.1652077,"money"
"1960-01-01","gnp.real",6.1897005,"money"
"1961-01-01","gnp.real",6.2089924,"money"
"1962-01-01","gnp.real",6.2724996,"money"
"1963-01-01","gnp.real",6.3117348,"money"
"1964-01-01","gnp.real",6.3649229,"money"
"1965-01-01","gnp.real",6.4261648,"money"
"1966-01-01","gnp.real",6.4893569,"money"
"1967-01-01","gnp.real",6.5150089,"money"
"1968-01-01","gnp.real",6.5604647,"money"
"1969-01-01","gnp.real",6.5857578,"money"
"1970-01-01","gnp.real",6.5792512,"money"
"1971-01-01","gnp.real",6.6067,"money"
"1972-01-01","gnp.real",6.6552832,"money"
"1973-01-01","gnp.real",6.705961,"money"
"1974-01-01","gnp.real",6.700553,"money"
"1975-01-01","gnp.real",6.687906,"money"
"1976-01-01","gnp.real",6.7356178,"money"
"1977-01-01","gnp.real",6.781224,"money"
"1978-01-01","gnp.real",6.8328012,"money"
"1979-01-01","gnp.real",6.8572808,"money"
"1980-01-01","gnp.real",6.8556192,"money"
"1981-01-01","gnp.real",6.8747935,"money"
"1982-01-01","gnp.real",6.8489768,"money"
"1983-01-01","gnp.real",6.8840768,"money"
"1984-01-01","gnp.real",6.9496707,"money"
"1985-01-01","gnp.real",6.9826227,"money"
"1986-01-01","gnp.real",7.0096668,"money"
"1987-01-01","gnp.real",7.0455416,"money"
"1988-01-01","gnp.real",7.0888837,"money"
"1909-01-01","stock.prices",2.2731563,"stocks"
"1910-01-01","stock.prices",2.2353763,"stocks"
"1911-01-01","stock.prices",2.2235419,"stocks"
"1912-01-01","stock.prices",2.2544447,"stocks"
"1913-01-01","stock.prices",2.1412419,"stocks"
"1914-01-01","stock.prices",2.0893919,"stocks"
"1915-01-01","stock.prices",2.1174596,"stocks"
"1916-01-01","stock.prices",2.2481289,"stocks"
"1917-01-01","stock.prices",2.1400662,"stocks"
"1918-01-01","stock.prices",2.0202222,"stocks"
"1919-01-01","stock.prices",2.1724764,"stocks"
"1920-01-01","stock.prices",2.0769384,"stocks"
"1921-01-01","stock.prices",1.9257074,"stocks"
"1922-01-01","stock.prices",2.1294215,"stocks"
"1923-01-01","stock.prices",2.1482677,"stocks"
"1924-01-01","stock.prices",2.2027648,"stocks"
"1925-01-01","stock.prices",2.4114395,"stocks"
"1926-01-01","stock.prices",2.5329028,"stocks"
"1927-01-01","stock.prices",2.7304638,"stocks"
"1928-01-01","stock.prices",2.9932291,"stocks"
"1929-01-01","stock.prices",3.2588655,"stocks"
"1930-01-01","stock.prices",3.04595,"stocks"
"1931-01-01","stock.prices",2.6144719,"stocks"
"1932-01-01","stock.prices",1.9358598,"stocks"
"1933-01-01","stock.prices",2.1927702,"stocks"
"1934-01-01","stock.prices",2.2864557,"stocks"
"1935-01-01","stock.prices",2.360854,"stocks"
"1936-01-01","stock.prices",2.7389027,"stocks"
"1937-01-01","stock.prices",2.7350166,"stocks"
"1938-01-01","stock.prices",2.4414771,"stocks"
"1939-01-01","stock.prices",2.4898942,"stocks"
"1940-01-01","stock.prices",2.3997118,"stocks"
"1941-01-01","stock.prices",2.2844211,"stocks"
"1942-01-01","stock.prices",2.1598688,"stocks"
"1943-01-01","stock.prices",2.442347,"stocks"
"1944-01-01","stock.prices",2.5233258,"stocks"
"1945-01-01","stock.prices",2.7186604,"stocks"
"1946-01-01","stock.prices",2.8379082,"stocks"
"1947-01-01","stock.prices",2.7193198,"stocks"
"1948-01-01","stock.prices",2.7427736,"stocks"
"1949-01-01","stock.prices",2.7232672,"stocks"
"1950-01-01","stock.prices",2.9123507,"stocks"
"1951-01-01","stock.prices",3.1063788,"stocks"
"1952-01-01","stock.prices",3.1986731,"stocks"
"1953-01-01","stock.prices",3.2080171,"stocks"
"1954-01-01","stock.prices",3.3908103,"stocks"
"1955-01-01","stock.prices",3.701055,"stocks"
"1956-01-01","stock.prices",3.8420296,"stocks"
"1957-01-01","stock.prices",3.7927889,"stocks"
"1958-01-01","stock.prices",3.8338452,"stocks"
"1959-01-01","stock.prices",4.0496958,"stocks"
"1960-01-01","stock.prices",4.0226695,"stocks"
"1961-01-01","stock.prices",4.1937373,"stocks"
"1962-01-01","stock.prices",4.1332447,"stocks"
"1963-01-01","stock.prices",4.2466364,"stocks"
"1964-01-01","stock.prices",4.3990067,"stocks"
"1965-01-01","stock.prices",4.4792668,"stocks"
"1966-01-01","stock.prices",4.4457054,"stocks"
"1967-01-01","stock.prices",4.5210274,"stocks"
"1968-01-01","stock.prices",4.5920849,"stocks"
"1969-01-01","stock.prices",4.5833335,"stocks"
"1970-01-01","stock.prices",4.4214877,"stocks"
"1971-01-01","stock.prices",4.5879223,"stocks"
"1972-01-01","stock.prices",4.6931811,"stocks"
"1973-01-01","stock.prices",4.6768395,"stocks"
"1974-01-01","stock.prices",4.4170317,"stocks"
"1975-01-01","stock.prices",4.456206,"stocks"
"1976-01-01","stock.prices",4.6250708,"stocks"
"1977-01-01","stock.prices",4.5870062,"stocks"
"1978-01-01","stock.prices",4.5645565,"stocks"
"1979-01-01","stock.prices",4.6348261,"stocks"
"1980-01-01","stock.prices",4.777273,"stocks"
"1981-01-01","stock.prices",4.8523427,"stocks"
"1982-01-01","stock.prices",4.7850722,"stocks"
"1983-01-01","stock.prices",5.077733,"stocks"
"1984-01-01","stock.prices",5.0780447,"stocks"
"1985-01-01","stock.prices",5.2302526,"stocks"
"1986-01-01","stock.prices",5.4652714,"stocks"
"1987-01-01","stock.prices",5.6588897,"stocks"
"1988-01-01","stock.prices",5.5827065,"stocks"
"1909-01-01","gnp.capita",7.1631724,"money"
"1910-01-01","gnp.capita",7.1701195,"money"
"1911-01-01","gnp.capita",7.179308,"money"
"1912-01-01","gnp.capita",7.219642,"money"
"1913-01-01","gnp.capita",7.2086003,"money"
"1914-01-01","gnp.capita",7.1444072,"money"
"1915-01-01","gnp.capita",7.1212525,"money"
"1916-01-01","gnp.capita",7.1831117,"money"
"1917-01-01","gnp.capita",7.1770188,"money"
"1918-01-01","gnp.capita",7.2936977,"money"
"1919-01-01","gnp.capita",7.2449415,"money"
"1920-01-01","gnp.capita",7.1815919,"money"
"1921-01-01","gnp.capita",7.0707241,"money"
"1922-01-01","gnp.capita",7.2041493,"money"
"1923-01-01","gnp.capita",7.3011478,"money"
"1924-01-01","gnp.capita",7.2793188,"money"
"1925-01-01","gnp.capita",7.3453648,"money"
"1926-01-01","gnp.capita",7.3889461,"money"
"1927-01-01","gnp.capita",7.3740019,"money"
"1928-01-01","gnp.capita",7.3677086,"money"
"1929-01-01","gnp.capita",7.4211775,"money"
"1930-01-01","gnp.capita",7.3065314,"money"
"1931-01-01","gnp.capita",7.2181768,"money"
"1932-01-01","gnp.capita",7.0509894,"money"
"1933-01-01","gnp.capita",7.0264268,"money"
"1934-01-01","gnp.capita",7.1066061,"money"
"1935-01-01","gnp.capita",7.1936858,"money"
"1936-01-01","gnp.capita",7.3172124,"money"
"1937-01-01","gnp.capita",7.3626453,"money"
"1938-01-01","gnp.capita",7.3024964,"money"
"1939-01-01","gnp.capita",7.3765081,"money"
"1940-01-01","gnp.capita",7.4500796,"money"
"1941-01-01","gnp.capita",7.5893358,"money"
"1942-01-01","gnp.capita",7.6998424,"money"
"1943-01-01","gnp.capita",7.8099471,"money"
"1944-01-01","gnp.capita",7.8674886,"money"
"1945-01-01","gnp.capita",7.8391316,"money"
"1946-01-01","gnp.capita",7.7012002,"money"
"1947-01-01","gnp.capita",7.6732231,"money"
"1948-01-01","gnp.capita",7.6998424,"money"
"1949-01-01","gnp.capita",7.6834037,"money"
"1950-01-01","gnp.capita",7.7587605,"money"
"1951-01-01","gnp.capita",7.8180279,"money"
"1952-01-01","gnp.capita",7.830823,"money"
"1953-01-01","gnp.capita",7.8582542,"money"
"1954-01-01","gnp.capita",7.8264431,"money"
"1955-01-01","gnp.capita",7.8823149,"money"
"1956-01-01","gnp.capita",7.8830694,"money"
"1957-01-01","gnp.capita",7.8792915,"money"
"1958-01-01","gnp.capita",7.851272,"money"
"1959-01-01","gnp.capita",7.8965527,"money"
"1960-01-01","gnp.capita",7.9006366,"money"
"1961-01-01","gnp.capita",7.9035963,"money"
"1962-01-01","gnp.capita",7.9519114,"money"
"1963-01-01","gnp.capita",7.9765954,"money"
"1964-01-01","gnp.capita",8.0159878,"money"
"1965-01-01","gnp.capita",8.0649509,"money"
"1966-01-01","gnp.capita",8.1164171,"money"
"1967-01-01","gnp.capita",8.1312365,"money"
"1968-01-01","gnp.capita",8.1667843,"money"
"1969-01-01","gnp.capita",8.1822797,"money"
"1970-01-01","gnp.capita",8.1650793,"money"
"1971-01-01","gnp.capita",8.1785483,"money"
"1972-01-01","gnp.capita",8.2164263,"money"
"1973-01-01","gnp.capita",8.2575593,"money"
"1974-01-01","gnp.capita",8.2430147,"money"
"1975-01-01","gnp.capita",8.2205079,"money"
"1976-01-01","gnp.capita",8.2587175,"money"
"1977-01-01","gnp.capita",8.294266,"money"
"1978-01-01","gnp.capita",8.3352474,"money"
"1979-01-01","gnp.capita",8.3486913,"money"
"1980-01-01","gnp.capita",8.3350953,"money"
"1981-01-01","gnp.capita",8.3438697,"money"
"1982-01-01","gnp.capita",8.3077558,"money"
"1983-01-01","gnp.capita",8.3331023,"money"
"1984-01-01","gnp.capita",8.3893616,"money"
"1985-01-01","gnp.capita",8.4127477,"money"
"1986-01-01","gnp.capita",8.4300848,"money"
"1987-01-01","gnp.capita",8.456477,"money"
"1988-01-01","gnp.capita",8.4908482,"money"
"1909-01-01","real.wages",3.0629235,"employment"
"1910-01-01","real.wages",3.1112906,"employment"
"1911-01-01","real.wages",3.0814511,"employment"
"1912-01-01","real.wages",3.0773123,"employment"
"1913-01-01","real.wages",3.1441523,"employment"
"1914-01-01","real.wages",3.140698,"employment"
"1915-01-01","real.wages",3.0791539,"employment"
"1916-01-01","real.wages",3.134189,"employment"
"1917-01-01","real.wages",3.1350593,"employment"
"1918-01-01","real.wages",3.2007119,"employment"
"1919-01-01","real.wages",3.2172745,"employment"
"1920-01-01","real.wages",3.2398542,"employment"
"1921-01-01","real.wages",3.2596338,"employment"
"1922-01-01","real.wages",3.2410286,"employment"
"1923-01-01","real.wages",3.3127304,"employment"
"1924-01-01","real.wages",3.3275508,"employment"
"1925-01-01","real.wages",3.3185401,"employment"
"1926-01-01","real.wages",3.326833,"employment"
"1927-01-01","real.wages",3.3631493,"employment"
"1928-01-01","real.wages",3.3978585,"employment"
"1929-01-01","real.wages",3.4038605,"employment"
"1930-01-01","real.wages",3.3931652,"employment"
"1931-01-01","real.wages",3.4018638,"employment"
"1932-01-01","real.wages",3.3364811,"employment"
"1933-01-01","real.wages",3.3318473,"employment"
"1934-01-01","real.wages",3.3586378,"employment"
"1935-01-01","real.wages",3.3874365,"employment"
"1936-01-01","real.wages",3.4343097,"employment"
"1937-01-01","real.wages",3.4657359,"employment"
"1938-01-01","real.wages",3.4245883,"employment"
"1939-01-01","real.wages",3.4892083,"employment"
"1940-01-01","real.wages",3.5292974,"employment"
"1941-01-01","real.wages",3.6238075,"employment"
"1942-01-01","real.wages",3.7244879,"employment"
"1943-01-01","real.wages",3.8144102,"employment"
"1944-01-01","real.wages",3.8661885,"employment"
"1945-01-01","real.wages",3.8437442,"employment"
"1946-01-01","real.wages",3.7618975,"employment"
"1947-01-01","real.wages",3.7316995,"employment"
"1948-01-01","real.wages",3.7409974,"employment"
"1949-01-01","real.wages",3.7693067,"employment"
"1950-01-01","real.wages",3.8242841,"employment"
"1951-01-01","real.wages",3.8368683,"employment"
"1952-01-01","real.wages",3.875359,"employment"
"1953-01-01","real.wages",3.9239516,"employment"
"1954-01-01","real.wages",3.9361301,"employment"
"1955-01-01","real.wages",3.9947084,"employment"
"1956-01-01","real.wages",4.0321145,"employment"
"1957-01-01","real.wages",4.039008,"employment"
"1958-01-01","real.wages",4.0449792,"employment"
"1959-01-01","real.wages",4.0911729,"employment"
"1960-01-01","real.wages",4.0999952,"employment"
"1961-01-01","real.wages",4.1183866,"employment"
"1962-01-01","real.wages",4.1470951,"employment"
"1963-01-01","real.wages",4.167595,"employment"
"1964-01-01","real.wages",4.200205,"employment"
"1965-01-01","real.wages",4.2137559,"employment"
"1966-01-01","real.wages",4.2244952,"employment"
"1967-01-01","real.wages",4.2312037,"employment"
"1968-01-01","real.wages",4.2557545,"employment"
"1969-01-01","real.wages",4.2600002,"employment"
"1970-01-01","real.wages",4.2496374,"employment"
"1971-01-01","real.wages",4.2541893,"employment"
"1972-01-01","real.wages",4.3052264,"employment"
"1973-01-01","real.wages",4.3180859,"employment"
"1974-01-01","real.wages",4.2736654,"employment"
"1975-01-01","real.wages",4.2624703,"employment"
"1976-01-01","real.wages",4.2991392,"employment"
"1977-01-01","real.wages",4.3255607,"employment"
"1978-01-01","real.wages",4.3376476,"employment"
"1979-01-01","real.wages",4.30758,"employment"
"1980-01-01","real.wages",4.2500959,"employment"
"1981-01-01","real.wages",4.2488618,"employment"
"1982-01-01","real.wages",4.2269076,"employment"
"1983-01-01","real.wages",4.2649311,"employment"
"1984-01-01","real.wages",4.2774775,"employment"
"1985-01-01","real.wages",4.2749452,"employment"
"1986-01-01","real.wages",4.2811725,"employment"
"1987-01-01","real.wages",4.2710033,"employment"
"1988-01-01","real.wages",4.2597845,"employment"
"1909-01-01","unemp",1.6292405,"employment"
"1910-01-01","unemp",1.7749524,"employment"
"1911-01-01","unemp",1.9021075,"employment"
"1912-01-01","unemp",1.5260563,"employment"
"1913-01-01","unemp",1.458615,"employment"
"1914-01-01","unemp",2.0668628,"employment"
"1915-01-01","unemp",2.1400662,"employment"
"1916-01-01","unemp",1.6292405,"employment"
"1917-01-01","unemp",1.5260563,"employment"
"1918-01-01","unemp",0.33647224,"employment"
"1919-01-01","unemp",0.33647224,"employment"
"1920-01-01","unemp",1.6486586,"employment"
"1921-01-01","unemp",2.4595888,"employment"
"1922-01-01","unemp",1.9021075,"employment"
"1923-01-01","unemp",0.87546874,"employment"
"1924-01-01","unemp",1.6094379,"employment"
"1925-01-01","unemp",1.1631508,"employment"
"1926-01-01","unemp",0.58778666,"employment"
"1927-01-01","unemp",1.1939225,"employment"
"1928-01-01","unemp",1.4350845,"employment"
"1929-01-01","unemp",1.1631508,"employment"
"1930-01-01","unemp",2.163323,"employment"
"1931-01-01","unemp",2.7663191,"employment"
"1932-01-01","unemp",3.1612467,"employment"
"1933-01-01","unemp",3.2148678,"employment"
"1934-01-01","unemp",3.0773123,"employment"
"1935-01-01","unemp",3.0007198,"employment"
"1936-01-01","unemp",2.8273136,"employment"
"1937-01-01","unemp",2.6602595,"employment"
"1938-01-01","unemp",2.944439,"employment"
"1939-01-01","unemp",2.8449094,"employment"
"1940-01-01","unemp",2.6810215,"employment"
"1941-01-01","unemp",2.2925348,"employment"
"1942-01-01","unemp",1.5475625,"employment"
"1943-01-01","unemp",0.64185389,"employment"
"1944-01-01","unemp",0.18232156,"employment"
"1945-01-01","unemp",0.64185389,"employment"
"1946-01-01","unemp",1.3609766,"employment"
"1947-01-01","unemp",1.3609766,"employment"
"1948-01-01","unemp",1.3350011,"employment"
"1949-01-01","unemp",1.7749524,"employment"
"1950-01-01","unemp",1.6677068,"employment"
"1951-01-01","unemp",1.1939225,"employment"
"1952-01-01","unemp",1.0986123,"employment"
"1953-01-01","unemp",1.0647107,"employment"
"1954-01-01","unemp",1.7047481,"employment"
"1955-01-01","unemp",1.4816045,"employment"
"1956-01-01","unemp",1.410987,"employment"
"1957-01-01","unemp",1.458615,"employment"
"1958-01-01","unemp",1.9169226,"employment"
"1959-01-01","unemp",1.7047481,"employment"
"1960-01-01","unemp",1.7047481,"employment"
"1961-01-01","unemp",1.9021075,"employment"
"1962-01-01","unemp",1.7047481,"employment"
"1963-01-01","unemp",1.7404662,"employment"
"1964-01-01","unemp",1.6486586,"employment"
"1965-01-01","unemp",1.5040774,"employment"
"1966-01-01","unemp",1.3350011,"employment"
"1967-01-01","unemp",1.3350011,"employment"
"1968-01-01","unemp",1.2809338,"employment"
"1969-01-01","unemp",1.252763,"employment"
"1970-01-01","unemp",1.5892352,"employment"
"1971-01-01","unemp",1.7749524,"employment"
"1972-01-01","unemp",1.7227666,"employment"
"1973-01-01","unemp",1.5892352,"employment"
"1974-01-01","unemp",1.7227666,"employment"
"1975-01-01","unemp",2.1400662,"employment"
"1976-01-01","unemp",2.0412203,"employment"
"1977-01-01","unemp",1.9600948,"employment"
"1978-01-01","unemp",1.8082888,"employment"
"1979-01-01","unemp",1.7578579,"employment"
"1980-01-01","unemp",1.9600948,"employment"
"1981-01-01","unemp",2.0281482,"employment"
"1982-01-01","unemp",2.2721259,"employment"
"1983-01-01","unemp",2.2617631,"employment"
"1984-01-01","unemp",2.014903,"employment"
"1985-01-01","unemp",1.974081,"employment"
"1986-01-01","unemp",1.9459101,"employment"
"1987-01-01","unemp",1.8245493,"employment"
"1988-01-01","unemp",1.7047481,"employment"
